,Unnamed: 0,Country,Clusters,Current account balance_Percent of GDP_average,Current account balance_U.S. dollars_average,General government gross debt_National currency_average,General government gross debt_Percent of GDP_average,General government net lending/borrowing_National currency_average,General government net lending/borrowing_Percent of GDP_average,General government primary net lending/borrowing_National currency_average,General government primary net lending/borrowing_Percent of GDP_average,General government revenue_National currency_average,General government revenue_Percent of GDP_average,General government total expenditure_National currency_average,General government total expenditure_Percent of GDP_average,Gross domestic product based on purchasing-power-parity (PPP) share of world total_Percent_average,"Gross domestic product corresponding to fiscal year, current prices_National currency_average","Gross domestic product per capita, constant prices_National currency_average","Gross domestic product per capita, constant prices_Purchasing power parity; 2017 international dollar_average","Gross domestic product per capita, current prices_National currency_average","Gross domestic product per capita, current prices_Purchasing power parity; international dollars_average","Gross domestic product per capita, current prices_U.S. dollars_average","Gross domestic product, constant prices_National currency_average","Gross domestic product, constant prices_Percent change_average","Gross domestic product, current prices_National currency_average","Gross domestic product, current prices_Purchasing power parity; international dollars_average","Gross domestic product, current prices_U.S. dollars_average","Gross domestic product, deflator_Index_average",Gross national savings_Percent of GDP_average,Implied PPP conversion rate_National currency per current international dollar_average,"Inflation, average consumer prices_Index_average","Inflation, average consumer prices_Percent change_average","Inflation, end of period consumer prices_Index_average","Inflation, end of period consumer prices_Percent change_average",Population_Persons_average,Total investment_Percent of GDP_average,Volume of Imports of goods_Percent change_average,Volume of exports of goods_Percent change_average,Volume of exports of goods and services_Percent change_average,Volume of imports of goods and services_Percent change_average
25,25,Bulgaria,4.0,0.877,0.5311,19.646818181818183,20.57454545454545,-1.2639999999999998,-1.429181818181818,-1.016727272727273,-1.1577272727272727,31.73909090909091,33.437909090909095,33.003,34.86718181818182,0.121090909090909,94.38045454545454,12705.59090909091,20087.052727272723,13240.017272727271,19265.230909090908,8174.262727272727,90.7421818181818,1.7660909090909092,94.38045454545454,137.369,58.35718181818183,103.373,21.70954545454545,0.6860909090909091,101.363,1.155,101.92727272727274,1.116090909090909,7.158090909090908,20.912454545454548,5.346181818181819,7.263727272727274,4.839636363636364,4.212545454545454
26,26,Burkina Faso,2.0,-4.348545454545454,-0.5861818181818181,2491.020909090909,32.2490909090909,-279.87445454545457,-3.611727272727273,-215.90490909090903,-2.8100909090909094,1440.2144545454544,19.30790909090909,1720.088181818182,22.919727272727272,0.0298181818181818,7427.493636363636,392586.8181818182,1956.8954545454544,404831.8109090909,1859.443636363636,749.6380909090909,7181.705454545456,5.643999999999999,7427.493636363636,34.227909090909094,13.66881818181818,102.86145454545456,18.60318181818182,218.93036363636364,100.81236363636364,0.948181818181818,101.02536363636364,0.9770000000000002,18.16827272727273,22.95136363636364,6.638181818181818,12.942454545454543,12.43218181818182,6.784909090909091
27,27,Burundi,2.0,-13.560454545454546,-0.3638181818181818,2155.0636363636363,47.28327272727272,-240.9978181818182,-5.106000000000001,-186.2352727272728,-3.983818181818182,1055.9591818181818,25.602272727272723,1296.9572727272728,30.708363636363632,0.0068181818181818,4431.028181818181,166273.12000000002,809.502181818182,425491.6172727273,749.8813636363637,265.7224545454545,1697.298181818182,1.9255454545454544,4431.028181818181,7.731272727272727,2.7352727272727275,258.8279090909091,3.823,563.7728181818181,101.89590909090909,5.626181818181818,103.99490909090908,5.637727272727273,10.261454545454544,17.383363636363637,9.429636363636364,8.777818181818182,7.444363636363636,8.045363636363637
28,28,Cambodia,2.0,-9.678818181818183,-1.9087272727272728,23321.221818181817,30.47109090909091,-961.1698181818184,-1.710818181818182,-712.289,-1.3931818181818183,16347.464545454544,20.510636363636365,17308.632727272725,22.221545454545453,0.0476363636363636,76557.00090909092,2879440.5945454543,3682.438181818182,5062531.99909091,3618.421818181818,1245.8673636363635,43450.09181818181,6.102181818181818,76557.00090909092,54.68172727272727,18.84090909090909,173.64863636363634,11.799636363636363,1392.029090909091,160.73772727272728,3.064,162.3798181818182,2.9855454545454547,15.010636363636364,21.47863636363636,12.851454545454544,18.13481818181818,15.260999999999996,12.328818181818184
29,29,Cameroon,4.0,-3.450272727272727,-1.1660909090909093,5618.43,28.828818181818185,-637.1829090909091,-3.379272727272728,-521.5530909090909,-2.7914545454545454,2835.831818181818,15.653363636363634,3473.0154545454543,19.032363636363637,0.0673636363636363,18197.143636363635,606891.899090909,3390.7627272727277,772451.5472727272,3262.943636363637,1429.0818181818183,14236.30181818182,3.952090909090909,18197.143636363635,76.94018181818181,33.47836363636363,126.9451818181818,25.00854545454545,237.05354545454543,239.34909090909093,1.879363636363636,242.27536363636364,1.9207272727272728,23.35636363636364,28.4,4.369454545454545,2.5181818181818185,2.944,3.8934545454545457
30,30,Canada,3.0,-2.805909090909092,-47.68109090909092,1805.7345454545448,89.54436363636366,-40.25327272727272,-2.053,-32.16072727272728,-1.6266363636363637,799.692909090909,39.74463636363637,839.9461818181818,41.797363636363634,1.4603636363636363,2006.17,53815.16818181818,47456.54545454546,55882.89090909092,45890.85181818181,47619.49909090909,1929.0990909090908,1.5340000000000005,2006.17,1648.2454545454543,1702.9645454545455,103.76109090909092,20.89227272727273,1.2190000000000003,127.06054545454548,1.6486363636363637,127.8789090909091,1.6548181818181815,35.82563636363636,23.698090909090908,2.690909090909091,2.2851818181818184,2.208727272727273,2.3320909090909088
32,32,Central African Republic,4.0,-7.439545454545455,-0.1565454545454545,501.0410909090909,44.58518181818181,-15.21190909090909,-1.500090909090909,-9.321545454545454,-0.9688181818181818,170.52645454545453,14.584727272727273,185.7384545454545,16.084818181818182,0.0036363636363636,1138.2347272727272,168065.59272727274,988.0392727272726,249976.7172727273,911.0313636363636,464.2860909090908,762.0556363636365,-0.0960000000000001,1138.2347272727272,4.1431818181818185,2.1102727272727275,150.92454545454547,6.693818181818182,274.8182727272727,178.7329090909091,4.289181818181818,182.67472727272727,4.442181818181819,4.544090909090908,14.133909090909093,14.873636363636365,3.642818181818181,3.1129999999999995,9.583818181818184
33,33,Chad,4.0,-7.802000000000001,-0.8974545454545454,2553.878181818182,41.29863636363637,-59.34309090909091,-0.933181818181818,2.407545454545455,0.0689090909090909,1114.6204545454543,18.124454545454544,1173.963090909091,19.05763636363637,0.0212727272727272,6166.645454545455,364920.5772727272,1702.1245454545458,439503.9127272727,1691.725454545454,824.1553636363639,5136.301818181818,3.040454545454546,6166.645454545455,23.84109090909091,11.484636363636364,120.24672727272728,17.804090909090913,259.95572727272724,100.81009090909092,1.7425454545454544,100.95345454545456,1.9384545454545457,14.138454545454543,25.606090909090906,0.941,1.9984545454545453,1.533363636363636,1.9932727272727269
35,35,Chile,3.0,-2.318,-6.362545454545455,32123.731818181823,18.866454545454545,-3236.9889090909096,-1.7177272727272728,-2824.0175454545456,-1.4836363636363636,36576.56727272727,23.06890909090909,39813.55545454546,24.78672727272728,0.3625454545454545,158710.96,7757054.8945454545,22953.086363636365,8720839.281818181,22551.594545454544,14456.738181818184,140501.1218181818,2.468272727272728,158710.96,409.1163636363636,261.5518181818182,112.0838181818182,21.03481818181818,384.7842727272728,91.54454545454546,2.9254545454545453,92.85463636363636,3.0898181818181816,18.094,23.224181818181812,4.603000000000001,1.4821818181818185,0.9635454545454546,3.5365454545454544
36,36,China,3.0,1.8797272727272727,186.146,34382.55363636364,45.25900000000001,-2846.935,-3.180636363636364,-2355.317909090909,-2.538363636363637,19669.581818181818,27.425363636363635,22516.518181818185,30.60618181818182,15.940181818181822,71581.84909090908,50334.525454545445,12610.446363636362,51578.985454545465,13133.367272727271,7855.413636363635,69776.81454545454,7.184727272727272,71581.84909090908,18203.158181818177,10897.243636363635,101.11527272727272,46.51081818181819,3.8718181818181816,99.99027272727272,2.578,100.99554545454544,2.432636363636364,1381.6854545454546,44.63109090909092,7.212545454545454,6.812272727272727,6.497727272727271,6.817545454545454
37,37,Colombia,3.0,-4.030272727272728,-13.047727272727274,388800.4645454545,46.19318181818181,-24862.217272727277,-2.844363636363636,-8080.547363636364,-0.8150909090909092,230222.1245454545,28.290636363636363,255084.34000000003,31.13472727272727,0.5636363636363636,813396.7272727273,16686113.824545454,14029.585454545451,17317059.73909091,13631.112727272726,6980.778181818182,780244.0909090909,2.767272727272727,813396.7272727273,638.6872727272727,324.7859090909091,103.258,18.09963636363636,1262.6027272727272,87.87581818181818,3.625181818181818,89.33909090909091,3.638363636363637,46.68463636363636,22.13,3.179636363636364,0.9877272727272726,1.9228181818181824,4.597181818181817
38,38,Comoros,3.0,-2.682636363636364,-0.0293636363636363,82.84718181818182,19.28090909090909,1.641545454545455,0.6778181818181815,2.333727272727274,0.84,77.0271818181818,17.601181818181814,75.38572727272727,16.923454545454547,0.002,437.41981818181824,474421.7690909091,2941.098181818182,552994.1590909091,2741.710909090909,1370.0854545454547,373.8888181818182,2.862454545454545,437.41981818181824,2.177727272727273,1.0775454545454546,116.53045454545456,12.919545454545457,202.7809090909091,165.00209090909092,1.8623636363636364,168.27772727272725,1.5484545454545455,0.7877272727272726,15.602090909090911,3.982909090909091,2.4119090909090914,1.640545454545454,3.2867272727272723
39,39,Costa Rica,3.0,-3.619727272727273,-1.897636363636364,13281.75181818182,42.80318181818182,-1731.841090909091,-5.6970909090909085,-807.266909090909,-2.696272727272728,3999.895454545455,13.46627272727273,5731.736363636365,19.163272727272727,0.0735454545454545,29548.475454545453,6498419.324545455,18523.680909090905,6058655.637272727,17195.776363636363,11107.40909090909,31571.199090909096,3.045909090909092,29548.475454545453,83.85863636363636,54.067545454545446,92.60927272727272,15.107545454545455,352.1231818181818,90.53890909090909,2.9308181818181818,91.4681818181818,2.807727272727273,4.847,18.727272727272727,5.219090909090909,5.804818181818181,4.361272727272727,5.219090909090909
40,40,Croatia,4.0,0.6384545454545454,0.3291818181818181,268.1564545454545,76.00354545454546,-12.406636363636364,-3.6652727272727272,-3.829272727272728,-1.2133636363636364,158.0730909090909,44.7379090909091,170.4802727272727,48.403090909090906,0.0898181818181818,352.3219090909091,83553.23272727273,25378.29181818182,84141.02363636365,24246.597272727275,13649.960909090909,350.08645454545456,0.2101818181818182,352.3219090909091,101.40709090909093,57.25263636363636,100.55227272727274,21.870090909090912,3.4930000000000003,99.3681818181818,0.9669090909090908,99.54545454545456,0.9811818181818182,4.196272727272727,21.231636363636365,3.073727272727272,5.615636363636363,2.573727272727273,2.562181818181818
42,42,Cyprus,3.0,-4.958545454545455,-1.203090909090909,18.28481818181818,93.44763636363636,-0.474,-2.4204545454545454,-0.0113636363636363,-0.036181818181818,7.580363636363637,38.63554545454546,8.054181818181817,41.05618181818182,0.0267272727272727,19.59754545454545,22542.99727272727,36987.48818181819,22873.31909090909,35323.84454545455,27920.413636363635,19.31172727272727,0.7828181818181819,19.59754545454545,30.292454545454543,23.90363636363636,101.4558181818182,12.788818181818185,0.652,99.74981818181818,0.6730909090909091,99.81181818181818,0.5573636363636363,0.8566363636363636,17.63381818181818,1.1797272727272734,1.7838181818181815,3.828272727272728,3.817636363636363
43,43,Denmark,4.0,7.674181818181819,25.830545454545454,827.8650909090909,40.40236363636364,-4.287999999999999,-0.3431818181818183,0.1760000000000025,-0.0955454545454546,1104.9845454545457,53.609,1109.2718181818184,53.952000000000005,0.2563636363636364,2063.789090909091,344419.3809090909,53782.56545454545,363187.54454545456,51029.75090909091,59233.96909090909,1956.1454545454544,1.4943636363636363,2063.789090909091,290.2014545454545,336.1929090909091,105.33209090909092,28.43772727272728,7.154818181818182,99.74236363636363,1.014,100.12727272727273,0.9841818181818184,5.675727272727273,20.76354545454545,3.190272727272728,3.1665454545454548,2.719363636363637,2.9488181818181824
44,44,Djibouti,4.0,7.517636363636362,0.1913636363636363,162.56872727272727,35.45981818181818,-19.152636363636365,-4.396454545454546,-16.460909090909087,-3.8384545454545465,101.93154545454546,23.539272727272728,121.08454545454543,27.93581818181818,0.0036363636363636,437.35518181818185,462490.5718181817,4561.958181818181,473790.0336363636,4640.289090909091,2665.92,425.7523636363637,5.909999999999999,437.35518181818185,4.274545454545454,2.460909090909091,101.64309090909092,23.855909090909087,101.45036363636363,102.21718181818184,2.0050909090909097,102.9721818181818,1.951636363636364,0.9138181818181818,20.320636363636368,3.6011818181818183,6.610636363636365,2.682272727272727,3.0150909090909086
