Current account balance_Percent of GDP_average,General government net lending/borrowing_Percent of GDP_average,General government revenue_Percent of GDP_average,General government total expenditure_Percent of GDP_average,"Gross domestic product per capita, current prices_U.S. dollars_average","Inflation, average consumer prices_Percent change_average",Population_Persons_average,Total investment_Percent of GDP_average,Gross national savings_Percent of GDP_average,HDI_Average,Education Index_average
-2.682636363636364,0.6778181818181815,17.601181818181818,16.923454545454547,1370.0854545454547,1.8623636363636364,0.7877272727272726,15.602090909090913,12.919545454545455,0.5425,0.4676
-9.758940255435384,-4.699179160567639,36.472121953402045,41.17136382141365,7593.325942106545,1.8337961098731972,476.93779906668624,31.736638871708212,21.937320076139503,0.7866499645848796,0.7379174493136342
0.6384545454545454,-3.6652727272727272,44.7379090909091,48.4030909090909,13649.960909090909,0.9669090909090908,4.196272727272727,21.231636363636362,21.87009090909092,0.8353,0.7898
-3.900363636363637,-5.695999999999999,36.24018181818183,41.93618181818181,42496.25454545456,2.1017272727272727,65.05136363636365,17.136636363636367,13.236363636363638,0.9201,0.9047
-5.488536109878565,-2.9698184784575994,18.035262511387167,21.005171898935664,839.5107972514163,1.2172480183538106,16.912302654955393,20.635437616675148,15.146729707507427,0.4204207591379235,0.28254616132024524
-4.065797952723298,-4.605373280307262,21.852231891057606,26.45760513020632,16709.206610705325,2.178583148362535,3.517480992208489,18.36295289709739,14.334986293550095,0.8181552726106267,0.7328856480168292
-3.543835648392176,-4.687799487477975,19.754409837555908,24.441990924200592,2932.8000818397136,7.031839888066522,114.61563741264787,17.925076884245463,14.557954281314863,0.6133367739841331,0.4979234647578161
0.7956363636363636,-1.5032727272727269,17.913545454545453,19.416818181818183,5354.3263636363645,3.9648181818181816,6.757272727272728,21.943909090909084,22.739363636363638,0.7149,0.6229
-8.670909090909092,-7.792818181818182,24.56018181818182,32.353181818181824,4154.494545454546,2.6384545454545454,8.952,21.673454545454543,13.002454545454547,0.7306,0.6729999999999999
-5.107752052689238,-3.601959128270102,30.15150478859639,33.75352796971152,12850.580095636362,7.759947068562512,51.12650758243368,24.384401667329456,19.528405048449745,0.7959650863340351,0.7152617666339204
-0.8271818181818182,-0.0825454545454545,21.62418181818182,21.70690909090909,10474.110909090909,7.258909090909093,17.65927272727273,26.12990909090909,25.30236363636364,0.7979999999999999,0.8065
11.060847793614682,2.8709551096065704,36.03030154930705,33.15967882971712,40828.57058171831,1.3344521448156499,8.380821993743334,23.300636377470408,34.41939972741017,0.8482069974054611,0.7178337958536429
-10.959043256331377,-3.7365397058528362,15.969680144496362,19.706059253125886,524.1986677868616,12.114899397946479,18.63900774184215,13.640090077360446,3.4073927993365385,0.43902409835780665,0.3964242305366503
-6.552181818181817,-3.574909090909092,28.913,32.488090909090914,4567.613636363636,0.6417272727272727,0.3693636363636363,16.723090909090907,10.170818181818184,0.7068,0.6759
-4.374886056364234,0.32657877631636895,39.2055917634025,38.879091464933204,3295.7965075898733,2.8643728580312007,4.758085076201311,16.10961871502192,11.734641749566775,0.5887441602612555,0.5012458324629074
-5.68709774192716,-2.1858608948943994,41.33157419361324,43.517296273665565,5946.386886104998,2.4467376458810453,5.377168552554989,19.336493887628496,13.596292061337278,0.7730454162577249,0.7214085271645456
-4.433786351212288,-1.81995057183216,37.41245968972568,39.23252172903489,7136.651959884441,2.6938673889845623,0.7754062017981682,18.09589144751755,13.661315202085412,0.6184177473920975,0.5245737343031301
-5.2799999999999985,-1.7336363636363636,27.816181818181825,29.549545454545456,5312.240000000002,6.175818181818181,2.718818181818182,21.53409090909092,16.693363636363635,0.7316,0.6873
-2.318,-1.7177272727272728,23.06890909090909,24.78672727272728,14456.738181818184,2.9254545454545453,18.094,23.224181818181812,21.03481818181818,0.8336,0.7767
20.82914986764052,13.975729684727336,61.175168343462715,47.199529567826296,31851.871339847716,2.8149086321738013,4.0132191769800265,21.564571122356888,43.0556651585412,0.7979007270871646,0.6239484550961866
-7.116184565575777,-2.828402575776616,28.48234538341503,31.31077630258376,9111.897895281534,7.481237982633235,54.45795659760231,23.75581807287671,16.907158556415734,0.7522931892098336,0.6569088640715379
-0.4236363636363635,-3.815090909090909,34.95318181818181,38.76827272727272,5859.327272727273,2.2960000000000007,16.271636363636365,26.78690909090909,26.363454545454545,0.7522,0.6923
-3.3089777768461235,-4.893987571736707,20.217365330950614,25.111633417657426,3654.6793176381348,2.2898539656511376,10.813438119764072,21.293729684381603,17.984819453534254,0.7001350119610504,0.6210190945848321
4.420545454545454,-0.6634545454545454,21.40227272727273,22.06572727272727,6298.068181818182,1.3708181818181822,68.62572727272726,24.61163636363636,29.03236363636364,0.7489,0.6419
-10.367636363636363,-3.786727272727273,15.857272727272727,19.64381818181818,522.5514545454546,15.521818181818185,18.183818181818182,8.592090909090906,-0.7084545454545456,0.4612,0.4503
2.1674545454545453,-1.527818181818182,37.30863636363637,38.836636363636366,26670.894545454546,1.5380909090909092,0.4485454545454544,20.68563636363636,22.853181818181817,0.8749,0.7976
-0.2376915289549393,-10.549132443660307,21.906172229344634,32.455479928823024,23068.68548002744,1.6561048171347184,1.3529313702553922,28.659087908989488,28.64544296856091,0.8269216951489238,0.7165112559956345
2.2251818181818184,-1.1734545454545455,45.26727272727272,46.44063636363637,57792.36454545455,3.1032727272727274,0.3339090909090909,18.680181818181808,20.905272727272727,0.9291,0.8982
-4.2970000000000015,-4.336909090909091,47.5869090909091,51.92363636363636,20754.846363636363,0.6086363636363636,10.89581818181818,13.164636363636365,8.867636363636365,0.8733,0.8208
