Country,Current account balance_Percent of GDP_average,Current account balance_U.S. dollars_average,General government gross debt_National currency_average,General government gross debt_Percent of GDP_average,General government net lending/borrowing_National currency_average,General government net lending/borrowing_Percent of GDP_average,General government primary net lending/borrowing_National currency_average,General government primary net lending/borrowing_Percent of GDP_average,General government revenue_National currency_average,General government revenue_Percent of GDP_average,General government total expenditure_National currency_average,General government total expenditure_Percent of GDP_average,Gross domestic product based on purchasing-power-parity (PPP) share of world total_Percent_average,"Gross domestic product corresponding to fiscal year, current prices_National currency_average","Gross domestic product per capita, constant prices_National currency_average","Gross domestic product per capita, constant prices_Purchasing power parity; 2017 international dollar_average","Gross domestic product per capita, current prices_National currency_average","Gross domestic product per capita, current prices_Purchasing power parity; international dollars_average","Gross domestic product per capita, current prices_U.S. dollars_average","Gross domestic product, constant prices_National currency_average","Gross domestic product, constant prices_Percent change_average","Gross domestic product, current prices_National currency_average","Gross domestic product, current prices_Purchasing power parity; international dollars_average","Gross domestic product, current prices_U.S. dollars_average","Gross domestic product, deflator_Index_average",Gross national savings_Percent of GDP_average,Implied PPP conversion rate_National currency per current international dollar_average,"Inflation, average consumer prices_Index_average","Inflation, average consumer prices_Percent change_average","Inflation, end of period consumer prices_Index_average","Inflation, end of period consumer prices_Percent change_average",Population_Persons_average,Total investment_Percent of GDP_average,Volume of Imports of goods_Percent change_average,Volume of exports of goods_Percent change_average,Volume of exports of goods and services_Percent change_average,Volume of imports of goods and services_Percent change_average,Region,cluster,HDI_Average,Education Index_average
Afghanistan,11.835909090909093,2.145909090909091,89.84345454545453,7.64190909090909,-7.009818181818183,-0.5008181818181818,-6.345818181818182,-0.4437272727272727,303.4514545454545,25.38327272727273,310.46127272727267,25.88409090909091,0.0599090909090908,1178.270090909091,40934.20454545455,2436.314545454545,40933.851818181814,2367.092727272727,670.0392727272728,1167.6401818181814,4.164909090909092,1178.270090909091,67.89754545454547,18.969727272727283,99.85045454545455,32.88090909090909,17.24272727272727,101.47436363636363,4.5197272727272715,104.32954545454544,4.676000000000001,28.50609090909091,21.044818181818183,6.5586363636363645,6.3598181818181825,-0.3536363636363635,5.683727272727272,Middle East and North Africa,6,0.4962,0.3983
Albania,-9.221545454545453,-1.2047272727272729,1004.166,68.67854545454546,-49.20018181818182,-3.431818181818181,-10.973727272727272,-0.7598181818181818,385.04518181818185,26.391181818181813,434.2452727272728,29.82272727272728,0.0305454545454545,1454.4381818181814,259502.01000000004,12370.425454545451,503510.5918181818,11964.526363636365,4554.831818181819,749.6577272727274,2.0650909090909093,1454.4381818181814,34.55690909090909,13.159272727272725,193.69,16.927,42.28427272727272,99.79036363636364,2.0747272727272725,100.34372727272726,1.8277272727272724,2.8895454545454538,26.69263636363637,1.0175454545454548,11.16490909090909,2.3732727272727283,-0.2781818181818181,Europe,5,0.7806,0.7365
Algeria,-5.366545454545455,-8.456909090909091,4019.57,21.72672727272728,-1031.8243636363636,-5.7626363636363624,-1085.2745454545454,-6.1001818181818175,5802.941818181817,33.98709090909092,6834.762727272727,39.74972727272728,0.442090909090909,17215.840909090908,171918.40181818185,11319.478181818182,428346.36363636365,12352.053636363635,4544.988181818182,6884.462727272727,1.992363636363636,17215.840909090908,492.645181818182,180.37345454545448,249.03618181818183,39.49372727272728,34.89636363636364,175.31527272727277,4.446272727272726,178.1058181818182,4.384090909090909,40.03181818181817,44.86881818181818,0.1010909090909092,-2.3204545454545453,-1.5826363636363636,-0.7259999999999998,Middle East and North Africa,5,0.7364,0.6524
Angola,3.407545454545455,3.497090909090909,14432.92181818182,64.68527272727273,-140.50972727272728,-0.2970000000000001,516.2857272727273,2.438909090909091,4693.868181818183,29.200454545454537,4834.379090909091,29.49763636363637,0.1775454545454545,18082.65363636364,56740.03454545454,7789.260909090909,652874.8918181818,7459.172727272727,4104.394545454546,1514.1654545454544,1.5363636363636357,18082.65363636364,200.13181818181812,108.1499090909091,1187.6776363636366,29.977454545454545,88.12718181818182,205.17309090909092,16.637363636363634,222.15554545454543,17.128,26.83163636363636,26.123545454545454,-5.699,-2.404272727272727,-2.4878181818181817,-7.688818181818181,Africa,2,0.5609,0.462
Argentina,-1.905909090909091,-11.160363636363638,7261.532636363637,59.13,-565.0510909090909,-4.770363636363637,-324.39772727272725,-2.9295454545454547,3172.9590000000003,33.80154545454545,3738.010545454545,38.57181818181818,0.7939090909090909,9388.86,16232.784545454544,23226.13272727273,212206.84818181812,20719.16181818182,12498.830909090908,698.8116363636365,0.3551818181818183,9388.86,895.2246363636364,537.7757272727273,1375.8987272727275,15.327181818181822,9.86390909090909,224.5528888888889,24.551625,244.9833,25.39433333333333,43.11309090909091,17.233272727272727,2.792454545454545,0.2284545454545454,0.2264545454545454,2.7975454545454554,South and Central America,3,0.8378,0.8317
Armenia,-6.587818181818182,-0.7283636363636364,2338.2736363636363,45.02845454545455,-164.54118181818183,-3.297181818181818,-76.60318181818181,-1.6615454545454549,1123.3341818181818,22.191454545454544,1287.8726363636365,25.488636363636363,0.0274545454545454,5027.846363636363,1132441.1554545455,11152.619090909091,1690141.5945454545,10566.201818181818,3792.524545454545,3368.862727272728,3.4111818181818183,5027.846363636363,31.430090909090904,11.281454545454546,148.03081818181818,15.023545454545454,160.4950909090909,269.01890909090906,3.157181818181817,273.9730909090909,3.1097272727272727,2.975,21.611636363636364,3.755,11.313454545454546,8.346727272727275,3.155272727272727,Europe,5,0.763,0.7409
Australia,-2.4251818181818185,-33.98054545454546,634.393909090909,36.48927272727273,-61.95854545454545,-3.651181818181818,-49.13327272727273,-2.9092727272727275,577.1947272727274,34.097272727272724,639.153,37.74845454545454,1.0104545454545453,1685.95,74238.83272727272,48619.240909090906,69976.17454545455,47410.66818181818,58372.22,1784.8236363636368,2.1447272727272733,1685.95,1142.5174545454545,1397.2536363636366,94.15845454545456,22.91809090909091,1.4767272727272729,107.13636363636364,2.001272727272727,107.96363636363635,1.9702727272727272,24.01190909090909,25.36318181818182,3.580454545454546,4.11890909090909,3.5429090909090903,2.58,Western Pacific,3,0.9368,0.919
Austria,2.073454545454545,8.72018181818182,277.9370909090909,80.39063636363636,-7.801909090909091,-2.2988181818181816,-2.005272727272727,-0.5883636363636363,169.84445454545454,48.97263636363637,177.64654545454547,51.27145454545455,0.3883636363636364,346.80645454545447,40287.88272727272,53721.87,40083.762727272726,50725.33272727273,48776.01545454546,348.1331818181818,0.8500909090909091,346.80645454545447,439.17181818181814,421.3218181818182,99.42990909090908,26.405,0.7925454545454546,121.6489090909091,1.8547272727272728,121.83309090909091,1.8297272727272729,8.638818181818182,24.331454545454548,2.6069999999999998,3.386181818181818,2.950363636363635,3.0416363636363637,Europe,5,0.9129999999999999,0.8522
Azerbaijan,11.60763636363636,7.285363636363638,9.044727272727274,13.572636363636365,1.7309090909090907,3.054727272727273,1.9788181818181818,3.407363636363636,23.93554545454545,38.67645454545455,22.204636363636364,35.62154545454546,0.1313636363636363,62.36818181818182,2971.7372727272723,14382.349090909092,6487.727272727273,15339.817272727272,5797.1563636363635,28.42527272727273,1.080909090909091,62.36818181818182,146.60181818181817,55.08481818181818,218.6290909090909,34.12945454545454,0.42609090909090896,209.42309090909092,5.045181818181818,214.82909090909092,4.91309090909091,9.566727272727274,23.319000000000003,6.56,-1.5610909090909095,-0.5941818181818183,6.399181818181819,Europe,3,0.7417,0.6854
Bahrain,0.2824545454545452,-0.0330000000000002,8.734545454545453,68.16490909090909,-1.375727272727273,-11.052636363636363,-1.0307272727272727,-8.38490909090909,2.6978181818181817,21.96154545454545,4.073545454545454,33.01436363636363,0.0602727272727272,12.33190909090909,8396.26090909091,48061.10636363637,9065.132727272729,49853.821818181816,24109.39545454545,11.427363636363635,2.667454545454545,12.33190909090909,67.67418181818181,32.79763636363636,107.88299999999998,29.54636363636364,0.1820909090909091,92.35472727272727,1.5570000000000002,92.44181818181818,1.4736363636363634,1.360090909090909,29.26709090909091,0.2765454545454542,1.4786363636363635,3.1903636363636365,2.495545454545454,Middle East and North Africa,4,0.8303,0.7168
Bangladesh,-0.0290000000000001,-0.7827272727272727,5820.7645454545445,35.36154545454546,-678.44,-3.8170909090909086,-359.8132727272728,-1.8909090909090909,1672.229,10.301272727272726,2350.6690909090908,14.118545454545455,0.5391818181818182,16425.406363636364,54243.72363636363,4037.817272727273,103900.05727272727,3942.354545454545,1304.6045454545454,8522.811818181819,6.4644545454545455,16425.406363636364,620.6602727272727,205.9177272727272,185.62272727272727,29.403909090909096,27.25990909090909,214.48154545454545,6.855090909090908,230.6645454545455,6.916272727272728,156.19372727272727,29.20190909090909,9.720454545454547,7.954545454545452,8.578272727272726,9.593454545454547,South-East Asia,6,0.593,0.4783
Barbados,-6.451454545454545,-0.304,12.797909090909092,134.64927272727274,-0.4959090909090909,-5.335818181818183,0.0511818181818181,0.4249999999999999,2.632272727272728,27.67354545454545,3.128272727272728,33.00954545454545,0.004,9.507272727272726,31422.451818181817,15261.090000000002,33602.93818181819,15608.974545454546,16801.468181818185,8.92218181818182,-1.7644545454545453,9.544818181818183,4.43209090909091,4.772454545454545,107.13545454545452,9.674272727272726,2.1555454545454547,171.55209090909094,3.5318181818181817,175.20909090909092,3.550272727272727,0.284090909090909,16.125636363636364,0.845,7.066727272727274,-1.902727272727273,-1.078909090909091,North America and Caribbean,1,0.8073,0.7709
Belarus,-4.808,-3.078181818181818,39.91045454545454,45.80290909090908,-0.675,-1.1537272727272727,0.723,0.3123636363636363,33.04781818181818,38.718636363636364,33.72263636363636,39.872454545454545,0.1545454545454545,85.89518181818181,12673.64363636364,18554.480000000003,9093.818181818182,18354.62272727273,6558.3499999999985,119.79745454545454,1.5620000000000005,85.89518181818181,173.47963636363636,61.98818181818182,71.13563636363638,27.342272727272725,0.4825454545454546,579.3131818181819,18.54418181818182,610.2708181818182,19.811,9.45309090909091,32.150090909090906,2.5673636363636363,4.3273636363636365,4.844454545454545,2.5957272727272724,Europe,3,0.8121,0.8366
Belgium,0.306,1.424909090909091,435.3955454545455,104.12136363636364,-13.71381818181818,-3.317181818181818,-3.441909090909092,-0.8140909090909091,214.3846363636364,51.27381818181818,228.0981818181818,54.59109090909092,0.4673636363636363,418.26309090909086,36933.78636363636,49595.587272727265,37209.008181818186,46939.09818181818,45276.55,414.8244545454545,0.8686363636363637,418.26309090909086,527.9150909090908,508.355,100.66154545454546,24.34690909090909,0.7950909090909092,101.04218181818182,1.6957272727272723,101.9018181818182,1.6917272727272732,11.228454545454547,24.04072727272727,1.087,1.4268181818181815,1.4268181818181815,1.087,Europe,3,0.9204,0.8866
Belize,-6.552181818181817,-0.1152727272727272,3.049090909090909,89.7689090909091,-0.1238181818181818,-3.5749090909090913,-0.0229999999999999,-0.5845454545454546,0.9798181818181818,28.913,1.1035454545454544,32.488090909090914,0.0021818181818181,3.3786363636363634,7135.58090909091,6998.103636363637,9135.23,7115.2190909090905,4567.613636363636,2.6269090909090904,0.702363636363636,3.3786363636363634,2.62,1.6892727272727268,128.2848181818182,10.170818181818184,1.2863636363636364,97.93854545454546,0.6417272727272727,97.9069090909091,0.5965454545454546,0.3693636363636363,16.723090909090907,2.154181818181818,-3.1704545454545454,-0.9699090909090906,1.9171818181818177,North America and Caribbean,1,0.7068,0.6759
Benin,-4.844636363636363,-0.5995454545454545,2201.1032727272727,30.73263636363636,-177.87054545454544,-2.432272727272727,-110.88618181818184,-1.5494545454545454,908.0600909090911,13.364454545454546,1085.9311818181818,15.796818181818185,0.027090909090909,6787.043636363636,643128.9872727272,2976.1154545454547,633736.629090909,2897.667272727273,1173.2727272727273,6866.083636363636,4.694545454545454,6787.043636363636,31.09918181818182,12.492272727272727,98.30254545454544,15.890454545454547,219.37581818181812,99.499,1.4267272727272728,99.539,1.2542727272727274,10.613999999999997,20.735,4.6619090909090914,4.689272727272726,4.179454545454545,3.8208181818181814,Africa,2,0.524,0.4529
Bhutan,-23.858,-0.4706363636363637,127.72045454545456,97.81163636363637,-2.0391818181818184,-1.1608181818181815,-0.141,0.5590909090909089,38.9080909090909,32.74881818181818,40.94736363636363,33.909454545454544,0.0059090909090909,124.20572727272726,80438.82818181819,9886.40636363636,173391.4827272727,9355.49727272727,2827.355454545455,57.31518181818182,5.513000000000001,124.20572727272726,6.6877272727272725,2.0154545454545456,211.51390909090912,28.29645454545455,18.28363636363636,199.97127272727275,6.00909090909091,200.61890909090909,6.258181818181819,0.7091818181818182,53.24581818181819,0.1566363636363632,-1.944818181818181,-1.4628181818181822,0.5028181818181817,South-East Asia,5,0.6198,0.4529
Bosnia and Herzegovina,-5.560818181818181,-1.005181818181818,11.779545454545454,40.29872727272728,-0.3011818181818181,-1.1580909090909093,-0.0800909090909091,-0.4122727272727274,12.648818181818182,42.99045454545455,12.950090909090907,44.14845454545456,0.0376363636363636,29.48854545454545,8422.378181818181,12843.159090909092,8573.168181818182,12440.978181818182,5298.5990909090915,29.02063636363637,1.4655454545454547,29.48854545454545,42.762,18.27763636363636,101.3059090909091,13.370272727272727,0.691,100.06545454545454,0.5730000000000001,104.33645454545456,0.5547272727272727,3.460363636363637,18.930636363636363,2.1003636363636358,6.963727272727274,4.623636363636363,1.9115454545454549,Europe,6,0.7575,0.6802
Botswana,0.0789999999999998,0.020090909090909,25.30163636363636,18.11372727272727,-3.909272727272727,-2.4128181818181815,-3.283454545454545,-1.9851818181818184,48.16345454545455,34.42972727272727,52.07254545454546,36.84254545454546,0.0287272727272727,142.638,73590.28545454546,15134.009090909087,64930.105454545446,15089.560909090913,7043.319090909091,158.0660909090909,3.487636363636364,140.33836363636362,32.467727272727274,15.094363636363635,87.65181818181819,32.33081818181818,4.267636363636363,296.6150909090909,4.572090909090909,292.3411818181818,4.454545454545454,2.143181818181818,30.704090909090905,9.605818181818183,7.427363636363636,7.247363636363637,8.217909090909092,Africa,3,0.7069,0.6546
Brazil,-2.7937272727272733,-60.50327272727273,4505.4909090909105,74.15290909090908,-409.82199999999995,-6.476454545454545,-84.82481818181819,-0.9807272727272728,1872.9318181818185,32.143090909090915,2282.752727272727,38.61972727272728,2.7349090909090905,5899.743636363636,5826.83909090909,15049.204545454546,28878.636363636364,15021.100909090908,10374.749090909088,1184.4072727272726,0.9608181818181816,5899.743636363636,3055.294545454545,2101.2927272727275,497.99699999999984,15.405999999999999,1.9230909090909087,28197930831231.7,5.585272727272726,28899298676547.285,5.731454545454546,203.39709090909085,18.199727272727284,4.6739999999999995,3.103,2.803818181818182,3.985,South and Central America,6,0.7504,0.6644
Bulgaria,0.877,0.5311,19.646818181818183,20.57454545454545,-1.2639999999999998,-1.429181818181818,-1.016727272727273,-1.1577272727272727,31.73909090909091,33.43790909090909,33.003,34.86718181818182,0.12109090909090899,94.38045454545454,12705.590909090908,20087.052727272723,13240.017272727273,19265.230909090908,8174.262727272727,90.7421818181818,1.7660909090909092,94.38045454545454,137.369,58.35718181818183,103.37299999999999,21.70954545454545,0.6860909090909091,101.363,1.155,101.92727272727274,1.1160909090909092,7.158090909090908,20.912454545454548,5.346181818181818,7.263727272727274,4.839636363636363,4.212545454545454,Europe,5,0.8041,0.7804
Burkina Faso,-4.348545454545453,-0.5861818181818181,2491.0209090909093,32.2490909090909,-279.87445454545457,-3.611727272727273,-215.90490909090903,-2.8100909090909094,1440.2144545454544,19.30790909090909,1720.088181818182,22.919727272727272,0.0298181818181818,7427.493636363636,392586.8181818182,1956.8954545454544,404831.8109090909,1859.443636363636,749.6380909090909,7181.705454545457,5.643999999999999,7427.493636363636,34.22790909090909,13.66881818181818,102.86145454545456,18.60318181818182,218.93036363636364,100.81236363636364,0.948181818181818,101.02536363636364,0.9770000000000002,18.16827272727273,22.95136363636364,6.638181818181818,12.942454545454545,12.432181818181819,6.784909090909092,Africa,2,0.4188,0.2728
Burundi,-13.560454545454546,-0.3638181818181818,2155.0636363636363,47.28327272727272,-240.9978181818182,-5.106000000000001,-186.2352727272728,-3.9838181818181817,1055.9591818181818,25.602272727272727,1296.9572727272728,30.70836363636363,0.0068181818181818,4431.028181818181,166273.12000000002,809.5021818181821,425491.61727272725,749.8813636363636,265.72245454545447,1697.298181818182,1.9255454545454544,4431.028181818181,7.731272727272727,2.7352727272727275,258.8279090909091,3.823,563.7728181818181,101.89590909090909,5.626181818181819,103.99490909090908,5.637727272727273,10.261454545454542,17.383363636363637,9.429636363636364,8.777818181818182,7.4443636363636365,8.045363636363637,Africa,2,0.4299,0.4098
Cambodia,-9.678818181818183,-1.9087272727272728,23321.221818181817,30.47109090909091,-961.1698181818184,-1.7108181818181818,-712.289,-1.3931818181818183,16347.464545454544,20.510636363636362,17308.632727272725,22.221545454545456,0.0476363636363636,76557.00090909093,2879440.5945454543,3682.438181818182,5062531.99909091,3618.4218181818183,1245.8673636363635,43450.09181818181,6.102181818181817,76557.00090909093,54.68172727272727,18.84090909090909,173.64863636363637,11.799636363636365,1392.0290909090909,160.73772727272728,3.0639999999999996,162.37981818181817,2.9855454545454547,15.010636363636365,21.47863636363636,12.851454545454546,18.13481818181818,15.260999999999996,12.328818181818185,Western Pacific,2,0.5668,0.4649
Cameroon,-3.450272727272727,-1.1660909090909093,5618.43,28.828818181818185,-637.1829090909091,-3.379272727272728,-521.5530909090909,-2.7914545454545454,2835.831818181818,15.653363636363634,3473.0154545454548,19.03236363636364,0.0673636363636363,18197.143636363635,606891.8990909089,3390.762727272728,772451.5472727272,3262.943636363637,1429.0818181818186,14236.301818181819,3.952090909090909,18197.143636363635,76.94018181818181,33.47836363636363,126.9451818181818,25.00854545454545,237.05354545454543,239.34909090909093,1.879363636363636,242.27536363636364,1.9207272727272728,23.35636363636364,28.4,4.369454545454545,2.5181818181818185,2.944,3.8934545454545457,Africa,3,0.54,0.5191
Canada,-2.805909090909092,-47.68109090909092,1805.7345454545448,89.54436363636366,-40.25327272727272,-2.053,-32.16072727272728,-1.6266363636363637,799.692909090909,39.74463636363637,839.9461818181818,41.797363636363634,1.4603636363636363,2006.17,53815.16818181818,47456.545454545456,55882.890909090915,45890.851818181814,47619.49909090909,1929.0990909090908,1.5340000000000005,2006.17,1648.2454545454543,1702.9645454545455,103.76109090909092,20.89227272727273,1.2190000000000003,127.06054545454548,1.6486363636363637,127.8789090909091,1.6548181818181815,35.82563636363636,23.69809090909091,2.6909090909090905,2.2851818181818184,2.208727272727273,2.3320909090909088,North America and Caribbean,5,0.9168,0.8711
Central African Republic,-7.439545454545455,-0.1565454545454545,501.0410909090909,44.58518181818181,-15.21190909090909,-1.5000909090909091,-9.321545454545452,-0.9688181818181818,170.52645454545453,14.584727272727273,185.7384545454545,16.084818181818182,0.0036363636363636,1138.2347272727272,168065.59272727274,988.0392727272726,249976.7172727273,911.0313636363637,464.28609090909083,762.0556363636365,-0.0960000000000001,1138.2347272727272,4.1431818181818185,2.1102727272727275,150.92454545454547,6.693818181818182,274.8182727272727,178.7329090909091,4.289181818181818,182.67472727272727,4.442181818181818,4.544090909090908,14.133909090909093,14.873636363636365,3.642818181818181,3.1129999999999995,9.583818181818184,Africa,3,0.3791,0.3351
Chad,-7.802000000000001,-0.8974545454545454,2553.878181818182,41.29863636363636,-59.34309090909091,-0.933181818181818,2.407545454545455,0.0689090909090909,1114.6204545454543,18.124454545454547,1173.963090909091,19.057636363636373,0.0212727272727272,6166.645454545455,364920.5772727272,1702.1245454545458,439503.9127272727,1691.725454545454,824.1553636363639,5136.301818181818,3.0404545454545464,6166.645454545455,23.84109090909091,11.484636363636366,120.24672727272728,17.804090909090913,259.95572727272724,100.81009090909092,1.7425454545454544,100.95345454545456,1.9384545454545457,14.138454545454545,25.606090909090906,0.941,1.9984545454545453,1.533363636363636,1.9932727272727269,Africa,3,0.3914,0.2804
Chile,-2.318,-6.362545454545455,32123.731818181826,18.86645454545455,-3236.9889090909096,-1.7177272727272728,-2824.017545454545,-1.4836363636363636,36576.56727272727,23.06890909090909,39813.555454545465,24.78672727272728,0.3625454545454545,158710.96,7757054.894545455,22953.08636363636,8720839.281818181,22551.594545454547,14456.738181818184,140501.1218181818,2.468272727272728,158710.96,409.1163636363636,261.5518181818182,112.0838181818182,21.03481818181818,384.7842727272728,91.54454545454546,2.9254545454545453,92.85463636363636,3.0898181818181816,18.094,23.224181818181812,4.6030000000000015,1.4821818181818185,0.9635454545454546,3.5365454545454544,South and Central America,6,0.8336,0.7767
China,1.8797272727272727,186.146,34382.553636363635,45.25900000000001,-2846.935,-3.180636363636364,-2355.3179090909093,-2.538363636363637,19669.581818181818,27.425363636363635,22516.518181818185,30.60618181818182,15.940181818181822,71581.84909090908,50334.52545454545,12610.446363636362,51578.985454545465,13133.367272727273,7855.413636363635,69776.81454545454,7.184727272727272,71581.84909090908,18203.158181818177,10897.243636363637,101.11527272727272,46.51081818181819,3.8718181818181816,99.99027272727272,2.5780000000000003,100.99554545454544,2.432636363636364,1381.6854545454544,44.63109090909092,7.212545454545454,6.8122727272727275,6.497727272727271,6.817545454545454,Western Pacific,6,0.7328,0.6331
Colombia,-4.030272727272728,-13.047727272727276,388800.46454545454,46.19318181818181,-24862.21727272728,-2.8443636363636364,-8080.547363636363,-0.8150909090909092,230222.12454545448,28.290636363636366,255084.34000000003,31.13472727272727,0.5636363636363636,813396.7272727273,16686113.824545454,14029.585454545451,17317059.73909091,13631.112727272726,6980.778181818182,780244.0909090909,2.767272727272727,813396.7272727273,638.6872727272727,324.7859090909091,103.258,18.09963636363636,1262.6027272727272,87.87581818181818,3.6251818181818183,89.3390909090909,3.638363636363637,46.68463636363636,22.13,3.1796363636363636,0.9877272727272726,1.9228181818181824,4.5971818181818165,South and Central America,5,0.7507,0.6599
Comoros,-2.682636363636364,-0.0293636363636363,82.84718181818181,19.28090909090909,1.641545454545455,0.6778181818181815,2.333727272727274,0.84,77.0271818181818,17.601181818181818,75.38572727272727,16.923454545454547,0.002,437.41981818181824,474421.76909090905,2941.0981818181817,552994.1590909091,2741.710909090909,1370.0854545454547,373.8888181818182,2.862454545454545,437.41981818181824,2.177727272727273,1.0775454545454546,116.53045454545456,12.919545454545455,202.7809090909091,165.0020909090909,1.8623636363636364,168.27772727272725,1.5484545454545455,0.7877272727272726,15.602090909090913,3.982909090909091,2.4119090909090914,1.640545454545454,3.2867272727272723,Africa,6,0.5425,0.4676
Costa Rica,-3.619727272727273,-1.897636363636364,13281.751818181821,42.80318181818182,-1731.8410909090908,-5.6970909090909085,-807.2669090909089,-2.6962727272727283,3999.895454545455,13.46627272727273,5731.736363636364,19.163272727272727,0.0735454545454545,29548.475454545453,6498419.324545455,18523.680909090905,6058655.637272728,17195.776363636363,11107.409090909092,31571.199090909096,3.045909090909092,29548.475454545453,83.85863636363636,54.06754545454545,92.60927272727272,15.107545454545455,352.1231818181818,90.53890909090909,2.9308181818181818,91.4681818181818,2.807727272727273,4.8469999999999995,18.727272727272727,5.21909090909091,5.804818181818181,4.361272727272727,5.21909090909091,South and Central America,6,0.7929999999999999,0.7012
Croatia,0.6384545454545454,0.3291818181818181,268.1564545454545,76.00354545454545,-12.406636363636364,-3.6652727272727272,-3.8292727272727283,-1.2133636363636364,158.0730909090909,44.7379090909091,170.48027272727268,48.4030909090909,0.0898181818181818,352.3219090909091,83553.23272727273,25378.291818181817,84141.02363636365,24246.597272727275,13649.960909090909,350.08645454545456,0.2101818181818182,352.3219090909091,101.40709090909093,57.25263636363636,100.55227272727274,21.870090909090916,3.4930000000000003,99.3681818181818,0.9669090909090908,99.54545454545456,0.9811818181818182,4.196272727272727,21.231636363636362,3.0737272727272718,5.615636363636364,2.5737272727272726,2.5621818181818186,Europe,3,0.8353,0.7898
Cyprus,-4.958545454545455,-1.2030909090909092,18.28481818181818,93.44763636363636,-0.474,-2.4204545454545454,-0.0113636363636363,-0.036181818181818,7.5803636363636375,38.63554545454546,8.054181818181817,41.05618181818182,0.0267272727272727,19.59754545454545,22542.99727272727,36987.48818181819,22873.31909090909,35323.84454545455,27920.41363636364,19.31172727272727,0.7828181818181819,19.59754545454545,30.292454545454547,23.90363636363636,101.4558181818182,12.788818181818185,0.652,99.74981818181818,0.6730909090909091,99.81181818181818,0.5573636363636363,0.8566363636363636,17.63381818181818,1.1797272727272734,1.7838181818181815,3.828272727272728,3.817636363636363,Europe,6,0.8685,0.7963
Denmark,7.674181818181819,25.83054545454545,827.8650909090909,40.40236363636364,-4.2879999999999985,-0.3431818181818183,0.1760000000000025,-0.0955454545454546,1104.9845454545457,53.608999999999995,1109.2718181818184,53.95200000000001,0.2563636363636364,2063.789090909091,344419.3809090909,53782.56545454545,363187.54454545456,51029.75090909091,59233.96909090909,1956.1454545454544,1.4943636363636363,2063.789090909091,290.2014545454545,336.1929090909091,105.33209090909092,28.43772727272728,7.154818181818182,99.74236363636363,1.014,100.12727272727273,0.9841818181818184,5.675727272727273,20.76354545454545,3.190272727272728,3.1665454545454548,2.719363636363637,2.9488181818181824,Europe,5,0.9329,0.9192
Djibouti,7.517636363636362,0.1913636363636363,162.56872727272727,35.45981818181818,-19.15263636363636,-4.396454545454546,-16.460909090909087,-3.8384545454545465,101.93154545454546,23.53927272727273,121.08454545454543,27.93581818181818,0.0036363636363636,437.35518181818185,462490.5718181817,4561.958181818181,473790.0336363636,4640.289090909091,2665.92,425.75236363636367,5.909999999999998,437.35518181818185,4.2745454545454535,2.460909090909091,101.64309090909092,23.85590909090909,101.45036363636363,102.21718181818184,2.0050909090909097,102.9721818181818,1.951636363636364,0.9138181818181818,20.320636363636368,3.6011818181818183,6.610636363636365,2.682272727272727,3.0150909090909086,Africa,3,0.4923,0.3123
Dominican Republic,-3.335272727272728,-2.1246363636363634,1621.1860909090908,47.81809090909091,-110.92872727272726,-3.3680000000000003,-28.790272727272725,-0.9344545454545454,463.28109090909095,14.114454545454548,574.2094545454546,17.482636363636367,0.1348181818181818,3261.3845454545453,209898.04818181825,15801.462727272732,324639.39545454545,15374.281818181818,7115.66909090909,2101.3745454545456,4.516636363636363,3261.3845454545453,154.18654545454544,71.22509090909092,152.46954545454545,20.992727272727283,20.904,87.59581818181817,3.745454545454545,89.12636363636364,3.8170000000000006,9.97309090909091,24.32809090909091,5.516636363636363,12.698818181818185,5.58818181818182,5.495363636363635,South and Central America,6,0.7312,0.6383
Ecuador,-0.4236363636363635,-0.3567272727272728,34.51518181818181,34.759454545454545,-3.7934545454545447,-3.815090909090909,-2.241272727272728,-2.2643636363636364,33.307181818181824,34.95318181818181,37.10063636363636,38.76827272727272,0.1581818181818181,95.60136363636364,4132.8,11358.363636363636,5859.327272727273,10946.021818181818,5859.327272727273,67.26563636363636,1.8693636363636368,95.60136363636364,178.63445454545456,95.60136363636364,141.59581818181817,26.363454545454545,0.535,99.24181818181818,2.2960000000000007,99.82709090909091,2.0763636363636357,16.271636363636365,26.78690909090909,2.026,3.429727272727273,3.248,1.7436363636363632,South and Central America,3,0.7522,0.6923
El Salvador,-3.3834545454545464,-0.7535454545454542,15.88518181818182,68.03554545454546,-0.9369090909090909,-4.08590909090909,-0.2168181818181818,-1.0186363636363636,5.482,23.53681818181818,6.4190000000000005,27.62309090909091,0.0426363636363636,23.169727272727275,3630.693636363637,8083.187272727272,3656.085454545455,7620.012727272727,3656.085454545455,22.995454545454546,1.5431818181818182,23.169727272727275,48.32245454545454,23.169727272727275,100.4999090909091,13.653363636363634,0.4824545454545454,109.27172727272728,1.056,109.5290909090909,1.0631818181818182,6.3294545454545466,17.037000000000006,2.8878181818181825,1.5553636363636358,2.0156363636363634,2.8780909090909086,South and Central America,6,0.6692,0.5675
