Country,Current account balance_Percent of GDP_average,Current account balance_U.S. dollars_average,General government gross debt_National currency_average,General government gross debt_Percent of GDP_average,General government net lending/borrowing_National currency_average,General government net lending/borrowing_Percent of GDP_average,General government primary net lending/borrowing_National currency_average,General government primary net lending/borrowing_Percent of GDP_average,General government revenue_National currency_average,General government revenue_Percent of GDP_average,General government total expenditure_National currency_average,General government total expenditure_Percent of GDP_average,Gross domestic product based on purchasing-power-parity (PPP) share of world total_Percent_average,"Gross domestic product corresponding to fiscal year, current prices_National currency_average","Gross domestic product per capita, constant prices_National currency_average","Gross domestic product per capita, constant prices_Purchasing power parity; 2017 international dollar_average","Gross domestic product per capita, current prices_National currency_average","Gross domestic product per capita, current prices_Purchasing power parity; international dollars_average","Gross domestic product per capita, current prices_U.S. dollars_average","Gross domestic product, constant prices_National currency_average","Gross domestic product, constant prices_Percent change_average","Gross domestic product, current prices_National currency_average","Gross domestic product, current prices_Purchasing power parity; international dollars_average","Gross domestic product, current prices_U.S. dollars_average","Gross domestic product, deflator_Index_average",Gross national savings_Percent of GDP_average,Implied PPP conversion rate_National currency per current international dollar_average,"Inflation, average consumer prices_Index_average","Inflation, average consumer prices_Percent change_average","Inflation, end of period consumer prices_Index_average","Inflation, end of period consumer prices_Percent change_average",Population_Persons_average,Total investment_Percent of GDP_average,Volume of Imports of goods_Percent change_average,Volume of exports of goods_Percent change_average,Volume of exports of goods and services_Percent change_average,Volume of imports of goods and services_Percent change_average,Region,cluster,HDI_Average,Education Index_average
Equatorial Guinea,-7.867909090909093,-1.1424545454545454,1878.8450909090911,25.73490909090909,-402.32054545454537,-4.62609090909091,-362.6997272727273,-4.111090909090908,1946.694818181818,22.304363636363636,2349.014454545455,26.93054545454545,0.028090909090909,8402.614545454546,5550300.758181817,27516.99,7396808.966363638,26970.347272727275,14114.364545454546,6335.501818181819,-3.500727272727272,8402.614545454546,30.816,15.904545454545454,131.49009090909092,14.970818181818185,270.1365454545454,129.50827272727273,2.930181818181818,128.4370909090909,2.7253636363636358,1.1764545454545454,22.838545454545454,-3.001636363636363,-3.6683636363636367,-3.074818181818182,-2.760272727272727,Africa,3,0.5846,0.4422
Eritrea,12.027636363636365,0.2596363636363636,54.98418181818182,177.08172727272725,-1.3430909090909091,-4.6303636363636365,-0.6240909090909091,-2.303636363636364,8.979090909090909,28.78354545454545,10.322363636363637,33.414090909090916,0.005,31.413454545454545,9458.32818181818,1705.9609090909094,9384.683636363636,1665.3763636363635,615.7052727272727,31.703000000000003,4.720272727272729,31.413454545454545,5.591545454545455,2.0615454545454543,99.104,21.05245454545454,5.658181818181817,639.0380909090909,1.8712727272727283,587.3304545454545,3.8947272727272733,3.350454545454545,9.024727272727274,1.3279090909090907,177.59963636363636,44.79772727272728,2.050090909090909,Africa,2,0.4495,0.2746
Estonia,0.8937272727272727,0.22909090909090898,2.1557272727272725,9.813545454545457,-0.1080909090909091,-0.36009090909090896,-0.1194545454545454,-0.4205454545454545,8.389363636363635,39.25363636363636,8.497636363636364,39.6139090909091,0.0353636363636363,21.353818181818184,15923.398181818182,31587.436363636367,16153.577272727272,30457.349090909087,19503.738181818182,21.049636363636363,3.0439090909090907,21.353818181818184,40.262727272727275,25.78372727272728,100.51918181818183,27.30481818181818,0.5280909090909089,100.885,2.302545454545454,101.2309090909091,2.312272727272727,1.3218181818181822,26.410999999999998,7.157636363636363,8.513272727272726,6.563,7.5064545454545435,Europe,3,0.8741,0.8775
Ethiopia,-6.579,-4.313090909090909,819.6331818181818,51.24163636363635,-37.74,-2.2208181818181814,-31.20827272727273,-1.809272727272728,209.53490909090908,14.846727272727273,247.27518181818172,17.06781818181818,0.1508181818181818,1503.6517272727274,15048.87,2026.4009090909087,16285.713636363635,1927.316363636364,683.5688181818182,1367.807272727273,9.300636363636368,1503.6517272727274,175.96227272727273,62.38845454545455,100.3141818181818,29.57981818181818,7.816,99.5479090909091,14.350363636363635,102.67490909090908,14.59518181818182,89.87336363636366,34.743818181818185,8.301818181818183,4.7770909090909095,4.7770909090909095,8.301818181818183,Africa,2,0.4559,0.3236
Finland,-0.9335454545454548,-2.4580909090909087,126.12409090909092,58.33390909090908,-4.552454545454545,-2.1203636363636367,-4.222090909090909,-1.9688181818181816,113.88772727272726,53.02381818181818,118.4401818181818,55.14445454545455,0.2158181818181818,214.8502727272728,39872.729090909095,46594.92909090909,39347.070909090915,44520.365454545456,47900.687272727286,217.60627272727268,0.8387272727272727,214.8502727272728,243.14409090909092,261.36072727272733,98.62163636363636,22.355818181818186,0.8853636363636365,99.29045454545454,1.3961818181818182,99.84909090909092,1.3917272727272727,5.456636363636364,23.28945454545455,2.663272727272727,1.1788181818181822,1.9791818181818184,2.4056363636363645,Europe,3,0.9285,0.9175
France,-0.7782727272727272,-20.957272727272727,2119.281818181818,95.86363636363636,-98.88045454545454,-4.526545454545455,-57.66436363636364,-2.6345454545454543,1158.237,52.51781818181818,1257.1181818181822,57.04445454545454,2.4593636363636366,2203.9118181818185,33967.568181818184,45257.63727272728,34354.359999999986,43196.31363636363,41828.98636363636,2178.380909090909,0.567272727272727,2203.9118181818185,2772.5136363636357,2681.181818181818,101.10281818181817,22.262272727272727,0.7982727272727274,100.32654545454548,1.2109090909090907,100.8463636363636,1.1566363636363641,64.11836363636365,23.04054545454545,2.3281818181818186,2.0389090909090912,2.2001818181818176,2.6330909090909085,Europe,3,0.8913,0.8035
Gabon,3.401818181818182,0.6534545454545454,4002.513636363637,45.38372727272728,47.21454545454548,0.5229090909090909,219.6538181818182,2.4885454545454544,1965.6009090909088,22.67954545454545,1918.3854545454544,22.15690909090909,0.026000000000000002,8699.41090909091,2707376.441818182,15295.889999999998,4601844.4809090905,15398.345454545457,8613.873636363634,5140.032727272727,3.448,8699.41090909091,29.22654545454545,16.18136363636364,170.05354545454546,34.58054545454545,298.8761818181818,124.86963636363636,2.1017272727272727,126.31327272727276,2.0873636363636368,1.8966363636363641,31.18609090909091,3.945181818181818,2.2757272727272726,2.2757272727272726,3.945181818181818,Africa,5,0.6799,0.6214
Georgia,-9.650636363636364,-1.523727272727273,13.632181818181818,36.83772727272728,-0.8457272727272728,-2.2053636363636357,-0.4506363636363636,-1.125727272727273,9.359545454545453,26.58872727272727,10.205272727272726,28.794181818181816,0.0389090909090909,35.276090909090904,9060.968181818182,12538.13181818182,9453.188181818183,11949.560909090907,4284.1327272727285,33.82936363636363,3.860727272727273,35.276090909090904,44.59354545454545,15.996272727272727,102.60163636363636,15.650454545454545,0.7847272727272727,117.34972727272726,3.828272727272727,119.38972727272726,3.6888181818181818,3.735999999999999,25.301090909090906,4.042090909090909,5.540181818181819,4.0844545454545464,3.0629090909090912,Europe,3,0.7831,0.8190000000000001
Germany,7.272181818181817,267.7721818181818,2169.7836363636357,72.22818181818181,-3.481454545454545,-0.1911818181818181,31.41836363636364,1.011818181818182,1376.8627272727274,45.29736363636363,1380.340909090909,45.48845454545455,3.5233636363636363,3034.4454545454546,37079.250909090915,51496.757272727285,37108.73727272728,48702.571818181816,45106.83454545454,3029.8536363636363,1.3770909090909094,3034.4454545454546,3983.947272727273,3684.728181818183,99.925,27.973000000000003,0.7644545454545454,100.02054545454548,1.3222727272727273,100.54545454545456,1.2565454545454544,81.679,20.70072727272727,4.050545454545455,3.470818181818182,3.4745454545454546,3.677909090909091,Europe,5,0.9381,0.9349
Ghana,-5.491727272727274,-3.1248181818181817,118.59545454545454,51.3180909090909,-16.431818181818183,-7.509727272727273,-6.20390909090909,-3.177636363636364,27.295909090909092,13.37509090909091,43.72781818181818,20.885000000000005,0.1279090909090909,203.92809090909088,4784.241818181818,4877.104545454546,7129.038181818181,5205.96,2101.474545454545,133.46690909090907,6.090181818181819,203.92809090909088,145.01781818181817,58.372,143.83100000000005,20.72381818181818,1.3336363636363635,159.9569090909091,11.131272727272728,166.578,11.488909090909093,27.71190909090909,26.24318181818182,6.46818181818182,9.226545454545452,9.226545454545452,8.84681818181818,Africa,2,0.5899,0.5442
Greece,-4.2970000000000015,-10.466,331.0450909090909,180.42109090909088,-8.378636363636362,-4.336909090909091,-0.3961818181818179,-0.1073636363636366,87.43118181818183,47.5869090909091,95.8098181818182,51.92363636363636,0.2682727272727273,184.47772727272732,16720.327272727267,28969.513636363637,16919.516363636365,27533.48545454546,20754.846363636363,182.25418181818185,-2.6600909090909086,184.47772727272732,299.791,226.5423636363637,101.12899999999999,8.867636363636365,0.6171818181818179,120.21809090909092,0.6086363636363636,118.22827272727274,0.3857272727272727,10.89581818181818,13.164636363636365,1.5810000000000002,4.851181818181818,3.0704545454545458,2.2141818181818183,Europe,3,0.8733,0.8208
Guatemala,-0.6284545454545455,-0.09209090909090899,122.331,25.576727272727272,-11.037636363636363,-2.3273636363636356,-3.634272727272728,-0.7720909090909092,53.74654545454546,11.391272727272728,64.78418181818182,13.718909090909092,0.1097272727272727,473.2233636363637,27473.826363636366,7677.142727272727,28864.443636363638,7598.239090909091,3752.352727272727,448.12618181818186,3.077,473.2233636363637,124.27109090909092,61.57227272727273,104.73863636363636,14.020363636363635,3.7876363636363637,121.37327272727272,3.9588181818181822,123.53727272727272,4.172181818181818,16.270818181818182,14.649000000000001,3.576090909090909,2.3235454545454544,2.3235454545454544,3.576090909090909,South and Central America,6,0.6385,0.4857
Guinea,-15.108090909090908,-1.4288181818181818,33116.94727272727,43.08609090909091,-2027.0254545454543,-3.066636363636363,-1328.4828181818186,-2.085454545454545,11661.843636363636,14.864454545454548,13688.867272727273,17.931181818181816,0.0213636363636363,79123.23818181819,4255367.170000001,2067.589090909091,6231192.867272726,1959.5654545454545,765.8172727272727,53158.74909090909,6.129727272727273,79123.23818181819,24.61154545454545,9.620454545454548,142.75427272727268,-1.959363636363636,3100.6236363636363,1341.5761818181818,11.707363636363635,1400.7030909090909,11.581090909090907,12.37590909090909,13.148454545454548,27.87581818181818,3.000818181818182,2.5167272727272727,27.450454545454544,Africa,2,0.4524,0.3334
Guyana,-13.162909090909091,-0.6188181818181818,404.99854545454554,45.61872727272728,-30.015454545454546,-3.202545454545455,-22.65554545454545,-2.350090909090909,196.25236363636367,21.82272727272728,226.26772727272729,25.02536363636364,0.0081818181818181,891.811,1224208.0718181818,12006.978181818178,1156460.6272727272,11832.486363636364,5602.579090909089,944.0386363636363,7.426181818181817,891.811,9.131636363636364,4.3199999999999985,95.07736363636364,-0.7100909090909097,99.26372727272724,112.46754545454546,1.7896363636363637,113.48618181818182,1.7331818181818184,0.7694545454545455,12.452636363636362,2.626454545454546,16.94109090909091,14.865181818181815,6.3737272727272725,North America and Caribbean,1,0.6695,0.5949
Haiti,-1.9895454545454547,-0.29100000000000004,185.293,22.13609090909091,-13.685909090909092,-1.752909090909091,-11.953363636363635,-1.5476363636363637,85.01054545454544,10.720636363636364,98.69645454545456,12.473636363636365,0.0283636363636363,837.4880909090908,55853.943636363634,2987.3363636363642,75649.58727272728,2921.4845454545452,1317.5345454545454,609.7128181818182,0.8655454545454543,837.4880909090908,31.958181818181824,14.383909090909093,135.49936363636365,16.51318181818182,25.60581818181818,79.99536363636362,10.709000000000001,84.87581818181819,11.701727272727272,10.912636363636363,18.502909090909096,6.659818181818181,5.624545454545454,1.6139090909090916,4.772727272727273,North America and Caribbean,5,0.4929,0.4276
Honduras,-4.653545454545455,-0.8988181818181818,174.94845454545455,36.48654545454546,-9.041454545454542,-2.2158181818181815,-7.0584545454545475,-1.8835454545454544,114.72436363636363,24.701363636363634,123.7658181818182,26.917181818181817,0.0388181818181818,460.22754545454535,20792.225454545456,5266.216363636363,49978.203636363636,4821.111818181817,2273.918181818182,190.0583636363636,2.5140909090909087,460.22754545454535,44.33972727272727,20.83227272727273,239.0967272727272,18.77636363636364,10.335454545454548,282.8274545454545,4.540454545454545,287.83736363636365,4.635090909090909,9.12090909090909,23.42981818181818,3.6653636363636366,3.8941818181818166,3.8941818181818166,3.6653636363636366,South and Central America,5,0.6205,0.4849
Hungary,1.4073636363636362,1.8611818181818185,27046.85454545455,75.54327272727272,-1195.276,-3.2620909090909094,-88.12200000000004,-0.0535454545454545,16289.611818181816,45.33463636363636,17484.888181818184,48.59672727272728,0.239,36076.56545454545,3582350.573636365,28099.904545454545,3662587.0127272727,27478.19727272727,14324.990909090908,35315.17272727273,2.1025454545454547,36076.56545454545,270.7704545454546,141.2521818181818,101.21581818181818,24.50390909090909,132.24727272727273,112.73045454545452,2.568272727272728,113.351,2.5071818181818184,9.865727272727273,22.937181818181816,3.309454545454545,4.359818181818183,4.619909090909092,4.9647272727272735,Europe,5,0.8403,0.8213
Iceland,2.2251818181818184,0.5453636363636364,2203.7763636363643,99.99872727272728,-21.56627272727273,-1.1734545454545455,41.56318181818181,1.5754545454545457,1055.8915454545454,45.26727272727272,1077.4577272727272,46.44063636363637,0.0148181818181818,2331.4618181818178,7031257.924545455,52928.046363636364,6936244.526363637,49988.20818181818,57792.36454545455,2353.122727272728,2.0068181818181823,2331.4618181818178,16.79090909090909,19.418090909090907,98.08836363636364,20.905272727272727,138.49145454545453,150.8020909090909,3.1032727272727274,152.63272727272732,2.9123636363636365,0.3339090909090909,18.680181818181808,3.567636363636363,0.9595454545454544,0.9495454545454542,3.0704545454545458,Europe,3,0.9291,0.8982
India,-1.8662727272727275,-37.79781818181818,101820.49545454542,70.87736363636363,-11095.133636363635,-7.7908181818181825,-4505.455454545455,-3.1949090909090914,27584.16363636364,19.50572727272727,38679.296363636364,27.296818181818185,6.449909090909091,141275.6,86617.2209090909,5454.149090909092,106917.9018181818,5590.123636363635,1695.778181818182,113980.42636363635,5.683636363636364,141275.6,7357.0427272727275,2230.548181818181,121.17036363636362,31.598818181818185,18.773545454545452,129.6342727272727,6.599545454545453,123.82227272727272,6.253818181818183,1308.9945454545452,33.45590909090909,2.6433636363636355,4.755909090909091,5.242818181818183,3.243818181818182,South-East Asia,6,0.6165,0.5268
Indonesia,-1.7762727272727274,-17.28,3275708.0090909093,27.46290909090909,-289361.1872727273,-2.303545454545455,-113754.11999999998,-0.8466363636363635,1727430.8018181818,15.26309090909091,2016791.989090909,17.56654545454546,2.3967272727272726,11550066.645454545,35179426.69818181,10270.797272727274,44937929.96,10622.03,3704.804545454546,9002509.745454546,4.749363636363637,11550066.645454545,2717.657272727273,945.9301818181817,126.10390909090911,32.01636363636363,4179.151818181818,87.92945454545455,4.465,89.73636363636366,4.386636363636364,254.7962727272728,33.79254545454545,4.326363636363635,2.6594545454545457,2.6594545454545457,4.326363636363635,Western Pacific,3,0.6931,0.6205
Ireland,-1.864090909090909,-7.040181818181819,199.5134545454545,85.31845454545454,-12.46072727272727,-6.570454545454546,-7.194909090909093,-4.279636363636365,70.64654545454545,29.23763636363636,83.10763636363636,35.80827272727272,0.2722727272727273,252.19327272727267,56938.115454545456,68567.76,52726.98181818182,65813.53090909091,63213.1,271.8496363636364,6.247636363636364,252.19327272727267,314.98754545454545,301.78636363636366,91.45000000000002,27.02618181818181,0.8061818181818183,99.63181818181816,0.3143636363636364,99.84545454545454,0.398909090909091,4.745181818181818,28.89027272727273,4.957090909090909,10.15981818181818,10.072636363636363,9.821545454545458,Europe,2,0.9287,0.8985
Israel,3.287818181818181,10.884545454545457,755.9345454545454,65.21054545454545,-43.31181818181819,-3.5929090909090915,-16.205,-1.1847272727272726,421.60063636363634,36.24236363636364,464.9124545454544,39.83536363636362,0.2683636363636363,1165.3550909090911,139860.49454545448,37553.953636363636,138067.0209090909,36127.40727272728,37801.909090909096,1177.6781818181814,3.6069090909090913,1165.3550909090911,305.42827272727266,319.4122727272727,98.50845454545453,24.13454545454545,3.8344545454545456,98.47872727272726,0.9065454545454544,98.78181818181817,0.7292727272727274,8.39390909090909,20.846727272727264,4.517999999999999,1.699818181818182,3.7276363636363636,4.233272727272728,Europe,5,0.9084,0.8763
Italy,1.1376363636363638,21.253090909090904,2227.87,132.92527272727273,-56.17381818181818,-3.3814545454545453,10.293000000000003,0.6013636363636364,786.8011818181818,46.97890909090909,842.9749999999998,50.36054545454545,2.086090909090909,1675.1281818181815,27946.58090909091,41467.45272727273,27907.84,39052.47727272727,34050.59818181818,1677.4845454545452,-0.5736363636363637,1675.1281818181815,2343.907272727273,2043.8981818181815,99.88527272727272,19.26972727272728,0.7174545454545455,99.60918181818182,1.1331818181818178,100.6,1.0832727272727274,60.02618181818182,18.13181818181818,1.6240909090909086,2.5335454545454543,2.162545454545456,1.0940909090909092,Europe,3,0.8841,0.7861
Jamaica,-5.2799999999999985,-0.7550909090909091,1967.2745454545448,121.29581818181818,-22.69018181818181,-1.7336363636363636,105.31681818181818,6.185909090909092,469.27,27.816181818181825,491.96018181818187,29.549545454545456,0.0229999999999999,1669.15,273331.9945454545,10089.506363636363,605160.3081818182,9496.468181818183,5312.240000000002,743.1560909090911,-0.356090909090909,1646.6909090909094,25.828818181818185,14.444454545454546,221.12981818181817,16.693363636363635,63.16636363636363,84.49854545454545,6.175818181818181,87.07127272727274,6.004,2.718818181818182,21.53409090909092,4.511363636363637,4.203090909090909,3.7636363636363637,4.63109090909091,North America and Caribbean,1,0.7316,0.6873
Japan,2.7166363636363644,140.89700000000002,1217799.2027272729,229.85945454545453,-32359.24727272728,-6.209363636363637,-27102.184545454547,-5.209545454545455,172038.77545454545,32.433727272727275,204398.02272727282,38.643,4.528272727272729,529197.8454545455,4200854.97,39998.272727272735,4168636.5063636363,39994.984545454536,41495.16909090908,533324.3727272728,0.7069090909090909,529197.8454545455,5076.876363636364,5270.113636363636,99.19400000000002,27.42127272727272,104.36436363636363,97.33163636363636,0.4192727272727272,97.479,0.4178181818181819,126.97081818181816,24.70472727272727,3.2205454545454546,3.3272727272727267,3.3681818181818177,3.0771818181818187,Western Pacific,3,0.9055,0.8340000000000001
Jordan,-8.670909090909092,-3.1658181818181816,19.91,74.14136363636364,-1.9940909090909087,-7.792818181818182,-1.1817272727272723,-4.806818181818182,6.511090909090908,24.56018181818182,8.505181818181818,32.353181818181824,0.0773636363636363,26.503454545454545,3083.851818181818,10440.424545454549,2946.228181818182,9774.206363636364,4154.494545454546,27.469272727272724,2.0356363636363644,26.503454545454545,87.82581818181818,37.37418181818182,95.915,13.002454545454547,0.3014545454545454,92.56618181818182,2.6384545454545454,93.73372727272728,2.423090909090909,8.952,21.673454545454543,-0.715363636363636,2.765,0.9405454545454546,-1.2415454545454545,Middle East and North Africa,1,0.7306,0.6729999999999999
Kazakhstan,-0.8271818181818182,-1.005,8477.74181818182,17.09381818181818,-424.13481818181833,-0.0825454545454545,-594.8227272727273,-0.3916363636363636,9474.68272727273,21.62418181818182,9898.816363636362,21.70690909090909,0.3724545454545454,45549.91,722590.0645454546,23843.763636363637,2545400.51,23791.681818181816,10474.110909090909,12794.773636363632,3.827272727272728,45549.91,421.83363636363634,184.31390909090908,346.9853636363637,25.30236363636364,104.91627272727274,331.24254545454545,7.258909090909093,342.64009090909093,7.3454545454545475,17.65927272727273,26.12990909090909,2.8757272727272727,2.6891818181818183,2.687818181818182,1.905636363636364,Europe,3,0.7979999999999999,0.8065
Kenya,-6.5559090909090925,-4.627909090909091,3563.82,47.67909090909091,-472.3118181818182,-6.271636363636364,-266.53354545454545,-3.592181818181818,1212.1480909090908,17.346454545454545,1684.4596363636365,23.618272727272725,0.1536363636363636,7013.9290909090905,167309.34545454546,4480.127272727273,158264.07818181816,4017.55,1651.9445454545455,7304.938181818184,4.563818181818182,7013.9290909090905,177.20190909090908,72.79336363636367,93.3701818181818,14.102090909090908,38.85454545454545,297.21536363636363,6.931727272727272,293.6688181818181,7.019272727272726,43.463,20.658,0.8940000000000001,1.8548181818181817,1.577090909090909,3.737454545454544,Africa,2,0.5802,0.5249
Kuwait,22.562181818181816,34.08390909090909,3.2916363636363637,8.593272727272726,6.658545454545455,15.103090909090907,2.297181818181817,3.8844545454545454,25.69172727272728,63.67181818181818,19.03290909090909,48.56881818181819,0.2044545454545454,39.968636363636364,9195.24181818182,48910.99454545455,9676.455454545452,54798.62636363635,33235.65363636363,38.24363636363636,0.6697272727272728,39.968636363636364,225.5716363636364,136.85254545454544,104.53836363636364,44.67863636363637,0.1775454545454545,169.64045454545456,2.807727272727273,177.0408181818182,2.7700909090909094,4.185090909090909,21.60954545454545,2.774727272727272,0.8159090909090909,-0.5917272727272723,2.774727272727272,Middle East and North Africa,4,0.7988,0.6184
Latvia,-0.4938181818181819,-0.1461818181818182,10.024272727272725,40.724545454545456,-0.4066363636363637,-1.7691818181818184,-0.0974545454545454,-0.4897272727272728,9.089545454545453,36.57418181818182,9.49609090909091,38.34327272727272,0.0443636363636363,24.79990909090909,12313.895454545454,26406.412727272724,12509.412727272727,25400.083636363637,15122.252727272724,24.461272727272725,1.977818181818182,24.79990909090909,50.35136363636363,30.041909090909094,100.81209090909093,23.14227272727273,0.4926363636363637,101.24545454545456,1.3247272727272728,101.33727272727272,1.5096363636363634,1.9939090909090909,23.63609090909091,5.776545454545454,5.403,5.403,5.776545454545454,Europe,3,0.846,0.863
